Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day,sentiment_score,sentiment_label,dominant_topic,topic_name,Income_encoded,Saving_encoded,Loan_encoded,Time_encoded,Channel_encoded,cluster_kmeans,cluster_dbscan,cluster_hierarchical,cluster_gmm,cluster_final,cluster_name
1469,60150,116850.7,Middle,Groceries,Average,694.0,No Loan,4052021.88,App keeps crashing during payments,No_Complaint,POS,Ibadan,Evening,0.0,Neutral,2,Charges_Complaints,2,1,0,1,1,1,-1,0,1,0,Segment 0
1470,89322,243710.28,Low,Education,Average,607.0,Active Loan,1103581.49,Charges are confusing and unclear,No_Complaint,USSD,Ibadan,Morning,-0.6124,Negative,3,General_Feedback,0,1,1,2,2,1,-1,0,1,0,Segment 0
1471,88691,114898.49,Middle,Transport,Average,666.0,No Loan,0.0,Transaction was fast and smooth,Technical Issue,POS,Ibadan,Night,0.0,Neutral,1,Loan_Concerns,2,1,0,3,1,3,-1,0,0,0,Segment 0
1472,17518,233224.34,Low,Online Shopping,Good,448.0,No Loan,0.0,Customer service is slow to respond,Charges Issue,USSD,Ibadan,Morning,0.0,Neutral,3,General_Feedback,0,2,0,2,2,1,-1,3,0,3,Segment 3
1473,61095,108455.98,Lower-Middle,Health,Average,613.0,Active Loan,2412674.59,Charges are confusing and unclear,Technical Issue,Web,Abuja,Night,-0.6124,Negative,3,General_Feedback,1,1,1,3,3,3,-1,0,1,0,Segment 0
1474,67823,105470.95,Middle,Education,Poor,563.0,No Loan,0.0,App keeps crashing during payments,General Feedback,POS,Ibadan,Night,0.0,Neutral,2,Charges_Complaints,2,0,0,3,1,1,-1,0,1,0,Segment 0
1475,91814,192262.1,Low,Education,Good,476.0,Default Risk,0.0,I need better support,Technical Issue,Mobile App,Lagos,Night,0.6808,Positive,2,Charges_Complaints,0,2,2,3,0,3,-1,0,2,0,Segment 0
1476,83986,151183.7,Lower-Middle,Savings Deposit,Average,765.0,No Loan,1127815.13,The service is excellent,Loan Issue,Web,Kaduna,Evening,0.5719,Positive,3,General_Feedback,1,1,0,1,3,2,-1,1,1,1,Digital-First
1477,34719,188480.45,Low,Groceries,Good,647.0,No Loan,3157264.73,Very satisfied with the platform,No_Complaint,Web,Abuja,Night,0.4754,Positive,3,General_Feedback,0,2,0,3,3,1,-1,0,1,0,Segment 0
1478,44881,317369.2,Middle,Online Shopping,Poor,644.0,Active Loan,0.0,Charges are confusing and unclear,Charges Issue,Web,Abuja,Morning,-0.6124,Negative,3,General_Feedback,2,0,1,2,3,1,-1,3,0,3,Segment 3
1479,48948,94696.16,Lower-Middle,Transport,Poor,636.0,Active Loan,0.0,Loan process takes too long,Charges Issue,POS,Port Harcourt,Morning,0.0,Neutral,0,Technical_Issues,1,0,1,2,1,1,-1,0,0,0,Segment 0
1480,96402,129037.26,Lower-Middle,Rent,Poor,554.0,No Loan,2463344.55,I don't understand my loan deductions,No_Complaint,POS,Port Harcourt,Night,0.0,Neutral,1,Loan_Concerns,1,0,0,3,1,1,-1,0,2,0,Segment 0
1481,84044,158226.84,Upper-Middle,Entertainment,Good,648.0,No Loan,1585927.63,App keeps crashing during payments,No_Complaint,USSD,Ibadan,Evening,0.0,Neutral,2,Charges_Complaints,3,2,0,1,2,3,-1,0,3,0,Segment 0
1482,62092,86870.88,Low,Education,Average,702.0,No Loan,1800211.68,I don't understand my loan deductions,General Feedback,Mobile App,Kaduna,Night,0.0,Neutral,1,Loan_Concerns,0,1,0,3,0,1,0,0,1,0,Segment 0
1483,33179,50769.75,Low,Health,Average,479.0,No Loan,737837.56,Loan process takes too long,Technical Issue,Web,Abuja,Morning,0.0,Neutral,0,Technical_Issues,0,1,0,2,3,3,-1,0,1,0,Segment 0
1484,57451,94812.34,Lower-Middle,Rent,Average,600.0,No Loan,0.0,Charges are confusing and unclear,Charges Issue,POS,Enugu,Evening,-0.6124,Negative,3,General_Feedback,1,1,0,1,1,1,16,0,2,0,Segment 0
1485,28904,194399.89,Upper-Middle,Savings Deposit,Average,740.0,Active Loan,2280200.85,Customer service is slow to respond,General Feedback,POS,Kaduna,Evening,0.0,Neutral,3,General_Feedback,3,1,1,1,1,2,-1,2,1,2,Digital-First
1486,71116,107530.51,Upper-Middle,Education,Good,719.0,Active Loan,3390012.2,I don't understand my loan deductions,Technical Issue,Web,Enugu,Morning,0.0,Neutral,1,Loan_Concerns,3,2,1,2,3,3,-1,0,2,0,Segment 0
1487,63972,107991.11,Low,Rent,Good,581.0,Active Loan,3644629.5,Payment failed multiple times,Technical Issue,Mobile App,Kaduna,Night,-0.5106,Negative,1,Loan_Concerns,0,2,1,3,0,3,-1,0,2,0,Segment 0
1488,32252,179144.27,Low,Health,Good,762.0,Active Loan,2662866.73,Transaction was fast and smooth,Technical Issue,POS,Abuja,Evening,0.0,Neutral,1,Loan_Concerns,0,2,1,1,1,3,-1,0,1,0,Segment 0
1489,73125,89479.97,Lower-Middle,Education,Good,625.0,Default Risk,0.0,Customer service is slow to respond,No_Complaint,POS,Abuja,Evening,0.0,Neutral,3,General_Feedback,1,2,2,1,1,1,-1,0,1,0,Segment 0
1490,41243,205090.63,Low,Online Shopping,Good,632.0,Active Loan,858792.72,The interface is confusing,Technical Issue,Web,Ibadan,Morning,-0.2263,Negative,3,General_Feedback,0,2,1,2,3,3,-1,3,0,3,Segment 3
1491,91611,265859.21,Low,Online Shopping,Average,721.0,Default Risk,2314745.49,I need better support,No_Complaint,Web,Kaduna,Night,0.6808,Positive,2,Charges_Complaints,0,1,2,3,3,1,-1,3,0,3,Segment 3
1492,88998,167101.66,Middle,Education,Average,659.0,Active Loan,1630356.44,Overall experience is great,Charges Issue,POS,Lagos,Night,0.6249,Positive,2,Charges_Complaints,2,1,1,3,1,1,-1,0,2,0,Segment 0
1493,18955,176763.76,Low,Savings Deposit,Good,608.0,No Loan,0.0,The interface is confusing,No_Complaint,Web,Ibadan,Morning,-0.2263,Negative,3,General_Feedback,0,2,0,2,3,2,-1,2,1,2,Digital-First
1494,67577,107368.52,Low,Utilities,Average,671.0,No Loan,0.0,Transaction was fast and smooth,Charges Issue,Web,Port Harcourt,Evening,0.0,Neutral,1,Loan_Concerns,0,1,0,1,3,1,-1,0,1,0,Segment 0
1495,19352,167068.77,Lower-Middle,Rent,Poor,620.0,No Loan,0.0,Loan process takes too long,Charges Issue,Mobile App,Lagos,Evening,0.0,Neutral,0,Technical_Issues,1,0,0,1,0,1,30,0,2,0,Segment 0
1496,24337,178952.9,Middle,Health,Good,685.0,Active Loan,0.0,I need better support,Technical Issue,USSD,Port Harcourt,Night,0.6808,Positive,2,Charges_Complaints,2,2,1,3,2,3,-1,0,1,0,Segment 0
1497,36404,73949.16,Low,Savings Deposit,Average,627.0,No Loan,0.0,Charges are confusing and unclear,Loan Issue,USSD,Abuja,Afternoon,-0.6124,Negative,3,General_Feedback,0,1,0,0,2,2,-1,1,1,1,Digital-First
1498,60506,92487.15,Lower-Middle,Utilities,Poor,787.0,Active Loan,0.0,Very satisfied with the platform,Charges Issue,Web,Ibadan,Night,0.4754,Positive,3,General_Feedback,1,0,1,3,3,1,-1,0,1,0,Segment 0
1499,79588,101533.52,Low,Health,Poor,622.0,No Loan,0.0,Loan process takes too long,No_Complaint,Web,Kaduna,Morning,0.0,Neutral,0,Technical_Issues,0,0,0,2,3,1,-1,0,1,0,Segment 0
1500,11220,162713.09,Low,Education,Average,652.0,Default Risk,2459466.59,I don't understand my loan deductions,Charges Issue,Mobile App,Port Harcourt,Night,0.0,Neutral,1,Loan_Concerns,0,1,2,3,0,1,-1,0,1,0,Segment 0
1501,96177,118391.23,Lower-Middle,Utilities,Average,757.0,No Loan,2852047.1,Customer service is slow to respond,Technical Issue,POS,Kano,Afternoon,0.0,Neutral,3,General_Feedback,1,1,0,0,1,3,-1,0,1,0,Segment 0
1502,56321,161603.01,High,Online Shopping,Average,644.0,No Loan,0.0,Charges are confusing and unclear,Loan Issue,Web,Port Harcourt,Night,-0.6124,Negative,3,General_Feedback,4,1,0,3,3,0,-1,1,0,1,Digital-First
1503,66314,120688.44,Lower-Middle,Entertainment,Average,735.0,No Loan,0.0,Payment failed multiple times,Technical Issue,Web,Lagos,Afternoon,-0.5106,Negative,1,Loan_Concerns,1,1,0,0,3,3,-1,0,3,0,Segment 0
1504,63343,215845.86,Middle,Online Shopping,Poor,509.0,Active Loan,2080284.31,I don't understand my loan deductions,General Feedback,Web,Enugu,Morning,0.0,Neutral,1,Loan_Concerns,2,0,1,2,3,1,-1,3,0,3,Segment 3
1505,95385,139215.39,Lower-Middle,Online Shopping,Good,778.0,No Loan,4366363.55,The service is excellent,No_Complaint,Mobile App,Kaduna,Evening,0.5719,Positive,3,General_Feedback,1,2,0,1,0,1,-1,3,0,3,Segment 3
1506,25846,89221.65,Middle,Education,Good,674.0,No Loan,2248974.24,Charges are confusing and unclear,Loan Issue,Web,Port Harcourt,Afternoon,-0.6124,Negative,3,General_Feedback,2,2,0,0,3,0,-1,1,1,1,Digital-First
1507,81756,247850.66,Low,Education,Average,494.0,No Loan,0.0,Overall experience is great,General Feedback,USSD,Lagos,Afternoon,0.6249,Positive,2,Charges_Complaints,0,1,0,0,2,1,-1,0,2,0,Segment 0
1508,85649,274135.55,Lower-Middle,Groceries,Poor,688.0,No Loan,2003031.38,Transaction was fast and smooth,Charges Issue,Web,Lagos,Evening,0.0,Neutral,1,Loan_Concerns,1,0,0,1,3,1,-1,0,2,0,Segment 0
1509,69158,196286.52,Lower-Middle,Rent,Good,519.0,No Loan,962683.85,I need better support,General Feedback,Web,Lagos,Afternoon,0.6808,Positive,2,Charges_Complaints,1,2,0,0,3,1,-1,0,2,0,Segment 0
1510,15095,177807.86,Low,Rent,Good,639.0,Active Loan,0.0,Loan process takes too long,No_Complaint,USSD,Abuja,Afternoon,0.0,Neutral,0,Technical_Issues,0,2,1,0,2,1,-1,0,2,0,Segment 0
1511,80786,148462.16,Lower-Middle,Entertainment,Poor,543.0,No Loan,0.0,Customer service is slow to respond,Loan Issue,POS,Lagos,Morning,0.0,Neutral,3,General_Feedback,1,0,0,2,1,0,-1,1,3,1,Digital-First
1512,11876,176683.06,Low,Groceries,Average,595.0,No Loan,0.0,App keeps crashing during payments,Charges Issue,USSD,Ibadan,Evening,0.0,Neutral,2,Charges_Complaints,0,1,0,1,2,1,-1,0,1,0,Segment 0
1513,24537,85685.29,Lower-Middle,Online Shopping,Average,652.0,No Loan,0.0,Transaction was fast and smooth,No_Complaint,POS,Enugu,Evening,0.0,Neutral,1,Loan_Concerns,1,1,0,1,1,1,13,3,0,3,Segment 3
1514,69522,80866.8,Upper-Middle,Groceries,Good,586.0,No Loan,0.0,App keeps crashing during payments,Charges Issue,POS,Kano,Night,0.0,Neutral,2,Charges_Complaints,3,2,0,3,1,1,-1,0,1,0,Segment 0
1515,55134,185049.7,Middle,Online Shopping,Poor,617.0,No Loan,2261722.87,Payment failed multiple times,General Feedback,POS,Enugu,Morning,-0.5106,Negative,1,Loan_Concerns,2,0,0,2,1,1,-1,3,0,3,Segment 3
1516,25422,78792.7,Middle,Rent,Average,802.0,No Loan,2587035.17,Loan process takes too long,Loan Issue,USSD,Port Harcourt,Evening,0.0,Neutral,0,Technical_Issues,2,1,0,1,2,0,-1,1,2,1,Digital-First
1517,95806,259228.6,Middle,Savings Deposit,Average,648.0,No Loan,853570.53,App keeps crashing during payments,General Feedback,USSD,Ibadan,Night,0.0,Neutral,2,Charges_Complaints,2,1,0,3,2,2,-1,2,1,2,Digital-First
1518,92356,102898.16,High,Education,Good,779.0,No Loan,0.0,The interface is confusing,General Feedback,POS,Kano,Evening,-0.2263,Negative,3,General_Feedback,4,2,0,1,1,1,-1,0,1,0,Segment 0
1519,97055,182852.54,Lower-Middle,Rent,Good,434.0,No Loan,3522945.52,I need better support,No_Complaint,Web,Abuja,Night,0.6808,Positive,2,Charges_Complaints,1,2,0,3,3,1,-1,0,2,0,Segment 0
1520,54503,75661.7,Upper-Middle,Utilities,Average,581.0,No Loan,4693403.66,Very satisfied with the platform,No_Complaint,Web,Abuja,Evening,0.4754,Positive,3,General_Feedback,3,1,0,1,3,1,-1,0,1,0,Segment 0
1521,91107,148876.51,Upper-Middle,Savings Deposit,Good,844.0,No Loan,3195164.06,Customer service is slow to respond,General Feedback,POS,Ibadan,Night,0.0,Neutral,3,General_Feedback,3,2,0,3,1,2,-1,2,1,2,Digital-First
1522,21421,175068.76,Middle,Rent,Good,588.0,No Loan,0.0,App keeps crashing during payments,General Feedback,Mobile App,Kano,Night,0.0,Neutral,2,Charges_Complaints,2,2,0,3,0,1,2,0,2,0,Segment 0
1523,42012,124266.94,Middle,Groceries,Poor,637.0,Active Loan,0.0,The interface is confusing,No_Complaint,USSD,Abuja,Evening,-0.2263,Negative,3,General_Feedback,2,0,1,1,2,1,-1,0,1,0,Segment 0
1524,68299,112131.23,Lower-Middle,Utilities,Average,583.0,No Loan,1700046.29,Loan process takes too long,General Feedback,Mobile App,Kano,Afternoon,0.0,Neutral,0,Technical_Issues,1,1,0,0,0,1,-1,0,1,0,Segment 0
1525,19350,133816.99,Low,Savings Deposit,Poor,699.0,No Loan,0.0,Payment failed multiple times,General Feedback,USSD,Kaduna,Morning,-0.5106,Negative,1,Loan_Concerns,0,0,0,2,2,2,-1,2,1,2,Digital-First
1526,72903,228325.47,Middle,Utilities,Average,534.0,Default Risk,2502482.21,Customer service is slow to respond,No_Complaint,USSD,Ibadan,Morning,0.0,Neutral,3,General_Feedback,2,1,2,2,2,1,-1,0,1,0,Segment 0
1527,72001,210708.54,Lower-Middle,Health,Good,724.0,Active Loan,0.0,Very satisfied with the platform,Technical Issue,Web,Lagos,Evening,0.4754,Positive,3,General_Feedback,1,2,1,1,3,3,-1,0,2,0,Segment 0
1528,72947,216368.54,Middle,Rent,Average,683.0,Active Loan,0.0,App keeps crashing during payments,Charges Issue,POS,Ibadan,Night,0.0,Neutral,2,Charges_Complaints,2,1,1,3,1,1,-1,0,2,0,Segment 0
1529,21476,212329.33,Lower-Middle,Transport,Poor,426.0,No Loan,0.0,Loan process takes too long,Charges Issue,USSD,Abuja,Night,0.0,Neutral,0,Technical_Issues,1,0,0,3,2,1,-1,0,0,0,Segment 0
1530,35629,241187.21,Middle,Education,Poor,577.0,Active Loan,0.0,Charges are confusing and unclear,Charges Issue,POS,Kano,Morning,-0.6124,Negative,3,General_Feedback,2,0,1,2,1,1,-1,0,1,0,Segment 0
1531,65933,198710.69,Lower-Middle,Online Shopping,Good,635.0,No Loan,1044727.36,Payment failed multiple times,No_Complaint,USSD,Kano,Night,-0.5106,Negative,1,Loan_Concerns,1,2,0,3,2,1,4,3,0,3,Segment 3
1532,68224,20000.0,Low,Online Shopping,Poor,724.0,No Loan,3700851.27,Transaction was fast and smooth,No_Complaint,POS,Port Harcourt,Afternoon,0.0,Neutral,1,Loan_Concerns,0,0,0,0,1,1,-1,3,0,3,Segment 3
1533,92258,188578.95,Lower-Middle,Savings Deposit,Good,760.0,Active Loan,0.0,I don't understand my loan deductions,No_Complaint,POS,Port Harcourt,Evening,0.0,Neutral,1,Loan_Concerns,1,2,1,1,1,2,-1,2,1,2,Digital-First
1534,39197,177052.21,Upper-Middle,Online Shopping,Good,568.0,No Loan,0.0,I need better support,Charges Issue,Web,Ibadan,Afternoon,0.6808,Positive,2,Charges_Complaints,3,2,0,0,3,1,-1,3,0,3,Segment 3
1535,73347,136720.4,Low,Transport,Poor,569.0,Active Loan,1405458.16,The interface is confusing,General Feedback,USSD,Kaduna,Morning,-0.2263,Negative,3,General_Feedback,0,0,1,2,2,1,8,0,0,0,Segment 0
1536,13049,61643.22,Lower-Middle,Groceries,Average,693.0,No Loan,0.0,I need better support,Technical Issue,USSD,Enugu,Evening,0.6808,Positive,2,Charges_Complaints,1,1,0,1,2,3,-1,0,2,0,Segment 0
1537,71753,109157.01,Middle,Online Shopping,Poor,715.0,Active Loan,3934760.93,The service is excellent,General Feedback,Mobile App,Kano,Night,0.5719,Positive,3,General_Feedback,2,0,1,3,0,1,-1,3,0,3,Segment 3
1538,14638,130007.71,Upper-Middle,Groceries,Poor,657.0,Active Loan,323189.77,Very satisfied with the platform,No_Complaint,Mobile App,Port Harcourt,Morning,0.4754,Positive,3,General_Feedback,3,0,1,2,0,1,-1,0,1,0,Segment 0
1539,64918,202494.35,Lower-Middle,Health,Average,669.0,No Loan,0.0,I need better support,Technical Issue,USSD,Port Harcourt,Afternoon,0.6808,Positive,2,Charges_Complaints,1,1,0,0,2,3,-1,0,1,0,Segment 0
1540,17264,193199.48,Low,Transport,Good,810.0,No Loan,2518630.54,The interface is confusing,General Feedback,POS,Kaduna,Evening,-0.2263,Negative,3,General_Feedback,0,2,0,1,1,1,-1,0,0,0,Segment 0
1541,93528,80428.15,Middle,Transport,Good,562.0,No Loan,0.0,The service is excellent,Technical Issue,USSD,Enugu,Morning,0.5719,Positive,3,General_Feedback,2,2,0,2,2,3,-1,0,0,0,Segment 0
1542,21585,186575.48,Middle,Groceries,Poor,787.0,No Loan,1443141.85,I don't understand my loan deductions,Technical Issue,POS,Lagos,Morning,0.0,Neutral,1,Loan_Concerns,2,0,0,2,1,3,28,0,2,0,Segment 0
1543,66249,34825.09,Middle,Entertainment,Average,394.0,No Loan,895532.23,Transaction was fast and smooth,No_Complaint,USSD,Port Harcourt,Evening,0.0,Neutral,1,Loan_Concerns,2,1,0,1,2,3,-1,0,3,0,Segment 0
1544,10635,124401.89,Low,Transport,Average,653.0,No Loan,0.0,App keeps crashing during payments,Technical Issue,Mobile App,Enugu,Evening,0.0,Neutral,2,Charges_Complaints,0,1,0,1,0,3,-1,0,0,0,Segment 0
1545,30451,149033.87,Lower-Middle,Utilities,Poor,567.0,Default Risk,2273279.93,Charges are confusing and unclear,General Feedback,POS,Enugu,Afternoon,-0.6124,Negative,3,General_Feedback,1,0,2,0,1,1,-1,0,2,0,Segment 0
1546,52109,194820.59,High,Rent,Average,629.0,No Loan,2667163.09,App keeps crashing during payments,General Feedback,Mobile App,Kaduna,Morning,0.0,Neutral,2,Charges_Complaints,4,1,0,2,0,1,-1,0,2,0,Segment 0
1547,56534,134529.49,Low,Entertainment,Average,732.0,Default Risk,4121319.58,Customer service is slow to respond,Technical Issue,POS,Kano,Afternoon,0.0,Neutral,3,General_Feedback,0,1,2,0,1,3,-1,0,3,0,Segment 0
1548,85844,183697.31,Low,Rent,Average,547.0,No Loan,2928486.09,Loan process takes too long,General Feedback,USSD,Lagos,Morning,0.0,Neutral,0,Technical_Issues,0,1,0,2,2,1,-1,0,2,0,Segment 0
1549,77285,167721.18,Lower-Middle,Savings Deposit,Average,573.0,No Loan,1324741.39,Customer service is slow to respond,General Feedback,POS,Kano,Morning,0.0,Neutral,3,General_Feedback,1,1,0,2,1,2,-1,2,1,2,Digital-First
1550,76767,179252.31,Middle,Transport,Poor,696.0,No Loan,0.0,App keeps crashing during payments,Loan Issue,Web,Port Harcourt,Evening,0.0,Neutral,2,Charges_Complaints,2,0,0,1,3,0,-1,1,0,1,Digital-First
1551,55261,189759.54,Middle,Utilities,Average,639.0,Active Loan,4656374.45,Loan process takes too long,No_Complaint,POS,Kano,Night,0.0,Neutral,0,Technical_Issues,2,1,1,3,1,1,-1,0,1,0,Segment 0
1552,70872,133048.81,Lower-Middle,Transport,Average,678.0,Active Loan,1907753.11,Customer service is slow to respond,General Feedback,Mobile App,Lagos,Night,0.0,Neutral,3,General_Feedback,1,1,1,3,0,1,-1,0,0,0,Segment 0
1553,11452,202867.58,High,Savings Deposit,Poor,397.0,Active Loan,4780585.98,Charges are confusing and unclear,General Feedback,Web,Enugu,Morning,-0.6124,Negative,3,General_Feedback,4,0,1,2,3,2,-1,0,2,0,Segment 0
1554,99519,243260.86,Middle,Utilities,Poor,737.0,No Loan,866098.19,Transaction was fast and smooth,General Feedback,Mobile App,Ibadan,Evening,0.0,Neutral,1,Loan_Concerns,2,0,0,1,0,1,-1,0,1,0,Segment 0
1555,47238,140431.0,Middle,Entertainment,Average,644.0,Active Loan,0.0,Charges are confusing and unclear,Technical Issue,Mobile App,Enugu,Evening,-0.6124,Negative,3,General_Feedback,2,1,1,1,0,3,-1,0,3,0,Segment 0
1556,88436,20000.0,Lower-Middle,Transport,Average,731.0,No Loan,0.0,The service is excellent,Charges Issue,Web,Kano,Morning,0.5719,Positive,3,General_Feedback,1,1,0,2,3,1,-1,0,0,0,Segment 0
1557,21966,189467.86,Lower-Middle,Savings Deposit,Average,675.0,No Loan,2486794.26,I don't understand my loan deductions,Loan Issue,Mobile App,Kaduna,Morning,0.0,Neutral,1,Loan_Concerns,1,1,0,2,0,2,-1,1,1,1,Digital-First
1558,52241,151325.59,Lower-Middle,Health,Average,396.0,Active Loan,0.0,Customer service is slow to respond,General Feedback,Web,Enugu,Morning,0.0,Neutral,3,General_Feedback,1,1,1,2,3,1,-1,0,2,0,Segment 0
1559,63818,178920.95,Lower-Middle,Entertainment,Good,528.0,Active Loan,0.0,Overall experience is great,Technical Issue,Web,Port Harcourt,Afternoon,0.6249,Positive,2,Charges_Complaints,1,2,1,0,3,3,-1,0,3,0,Segment 0
1560,46388,102206.15,Lower-Middle,Groceries,Good,720.0,No Loan,985132.3,Payment failed multiple times,Charges Issue,POS,Abuja,Night,-0.5106,Negative,1,Loan_Concerns,1,2,0,3,1,1,-1,0,1,0,Segment 0
1561,84539,122239.69,Middle,Education,Average,530.0,Default Risk,0.0,Transaction was fast and smooth,Loan Issue,POS,Kaduna,Morning,0.0,Neutral,1,Loan_Concerns,2,1,2,2,1,0,-1,1,1,1,Digital-First
1562,96313,153404.23,Upper-Middle,Savings Deposit,Poor,515.0,No Loan,2473203.98,Overall experience is great,Charges Issue,Mobile App,Kaduna,Night,0.6249,Positive,2,Charges_Complaints,3,0,0,3,0,2,-1,2,1,2,Digital-First
1563,84217,139515.04,Upper-Middle,Savings Deposit,Average,547.0,Active Loan,0.0,The service is excellent,General Feedback,Web,Port Harcourt,Afternoon,0.5719,Positive,3,General_Feedback,3,1,1,0,3,2,-1,2,1,2,Digital-First
1564,16354,146725.16,Low,Transport,Average,506.0,No Loan,3435949.01,I need better support,General Feedback,POS,Kano,Morning,0.6808,Positive,2,Charges_Complaints,0,1,0,2,1,1,-1,0,0,0,Segment 0
1565,61371,120429.75,Lower-Middle,Rent,Good,510.0,No Loan,0.0,Overall experience is great,No_Complaint,USSD,Kano,Morning,0.6249,Positive,2,Charges_Complaints,1,2,0,2,2,1,-1,0,2,0,Segment 0
1566,72672,142165.21,Middle,Entertainment,Poor,623.0,Active Loan,3012170.12,The interface is confusing,Technical Issue,USSD,Kaduna,Morning,-0.2263,Negative,3,General_Feedback,2,0,1,2,2,3,-1,0,3,0,Segment 0
1567,74831,191026.31,Middle,Rent,Good,578.0,Active Loan,0.0,App keeps crashing during payments,Charges Issue,USSD,Kano,Morning,0.0,Neutral,2,Charges_Complaints,2,2,1,2,2,1,14,0,2,0,Segment 0
1568,52746,182259.51,Upper-Middle,Online Shopping,Poor,525.0,Default Risk,0.0,App keeps crashing during payments,Loan Issue,Web,Kano,Evening,0.0,Neutral,2,Charges_Complaints,3,0,2,1,3,0,-1,1,0,1,Digital-First
1569,59828,74160.59,Low,Education,Average,661.0,Active Loan,0.0,App keeps crashing during payments,General Feedback,POS,Abuja,Evening,0.0,Neutral,2,Charges_Complaints,0,1,1,1,1,1,-1,0,1,0,Segment 0
1570,71213,162818.38,Low,Groceries,Average,626.0,No Loan,536070.03,Loan process takes too long,Technical Issue,USSD,Abuja,Afternoon,0.0,Neutral,0,Technical_Issues,0,1,0,0,2,3,-1,0,1,0,Segment 0
1571,72125,106258.89,Upper-Middle,Rent,Poor,729.0,No Loan,3011839.1,Loan process takes too long,No_Complaint,Web,Lagos,Morning,0.0,Neutral,0,Technical_Issues,3,0,0,2,3,1,-1,0,2,0,Segment 0
1572,88493,172414.59,Lower-Middle,Entertainment,Good,745.0,No Loan,0.0,Overall experience is great,Charges Issue,USSD,Abuja,Night,0.6249,Positive,2,Charges_Complaints,1,2,0,3,2,3,-1,0,3,0,Segment 0
1573,11180,221516.81,Low,Utilities,Average,577.0,Active Loan,0.0,Payment failed multiple times,Charges Issue,Web,Kaduna,Afternoon,-0.5106,Negative,1,Loan_Concerns,0,1,1,0,3,1,-1,0,1,0,Segment 0
1574,78461,199268.93,Upper-Middle,Groceries,Poor,663.0,Active Loan,4226281.59,Payment failed multiple times,General Feedback,POS,Port Harcourt,Evening,-0.5106,Negative,1,Loan_Concerns,3,0,1,1,1,1,-1,0,1,0,Segment 0
1575,85622,110500.84,Lower-Middle,Online Shopping,Average,604.0,No Loan,0.0,Overall experience is great,General Feedback,Mobile App,Ibadan,Evening,0.6249,Positive,2,Charges_Complaints,1,1,0,1,0,1,-1,3,0,3,Segment 3
1576,58493,155578.4,Lower-Middle,Rent,Poor,638.0,No Loan,0.0,Loan process takes too long,No_Complaint,USSD,Abuja,Morning,0.0,Neutral,0,Technical_Issues,1,0,0,2,2,1,-1,0,2,0,Segment 0
1577,92852,173033.26,Upper-Middle,Entertainment,Poor,400.0,No Loan,0.0,Transaction was fast and smooth,Charges Issue,USSD,Kaduna,Afternoon,0.0,Neutral,1,Loan_Concerns,3,0,0,0,2,3,-1,0,3,0,Segment 0
1578,52452,177322.36,Upper-Middle,Groceries,Average,773.0,No Loan,971667.58,Customer service is slow to respond,No_Complaint,Mobile App,Ibadan,Afternoon,0.0,Neutral,3,General_Feedback,3,1,0,0,0,1,-1,0,1,0,Segment 0
1579,43869,98660.87,Middle,Education,Average,569.0,No Loan,382597.69,Loan process takes too long,General Feedback,POS,Lagos,Evening,0.0,Neutral,0,Technical_Issues,2,1,0,1,1,1,-1,0,2,0,Segment 0
1580,53881,181755.7,Middle,Utilities,Poor,461.0,No Loan,1703794.64,App keeps crashing during payments,Charges Issue,Mobile App,Enugu,Night,0.0,Neutral,2,Charges_Complaints,2,0,0,3,0,1,-1,0,2,0,Segment 0
1581,90862,169155.29,Low,Savings Deposit,Good,581.0,No Loan,2357276.48,Customer service is slow to respond,General Feedback,USSD,Enugu,Afternoon,0.0,Neutral,3,General_Feedback,0,2,0,0,2,2,-1,2,2,2,Digital-First
1582,22752,92640.62,Low,Education,Average,497.0,Default Risk,0.0,The service is excellent,General Feedback,Web,Abuja,Morning,0.5719,Positive,3,General_Feedback,0,1,2,2,3,1,-1,0,1,0,Segment 0
1583,98919,171683.22,Lower-Middle,Groceries,Average,575.0,No Loan,0.0,Transaction was fast and smooth,General Feedback,POS,Kano,Evening,0.0,Neutral,1,Loan_Concerns,1,1,0,1,1,1,11,0,1,0,Segment 0
1584,52402,123235.69,Low,Entertainment,Poor,713.0,Default Risk,0.0,The interface is confusing,General Feedback,POS,Port Harcourt,Morning,-0.2263,Negative,3,General_Feedback,0,0,2,2,1,3,-1,0,3,0,Segment 0
1585,20426,96137.26,Low,Health,Poor,670.0,Active Loan,0.0,The service is excellent,No_Complaint,USSD,Port Harcourt,Afternoon,0.5719,Positive,3,General_Feedback,0,0,1,0,2,1,-1,0,1,0,Segment 0
1586,95494,125993.79,Lower-Middle,Savings Deposit,Good,720.0,No Loan,2697955.82,Loan process takes too long,No_Complaint,Web,Lagos,Night,0.0,Neutral,0,Technical_Issues,1,2,0,3,3,2,-1,2,2,2,Digital-First
1587,25890,92968.35,Middle,Transport,Poor,601.0,No Loan,0.0,Charges are confusing and unclear,No_Complaint,Web,Kaduna,Morning,-0.6124,Negative,3,General_Feedback,2,0,0,2,3,1,-1,0,0,0,Segment 0
