Transaction_ID,Customer_ID,Monthly_Expenditure,Income_Level,Spending_Category,Saving_Behavior,Credit_Score,Loan_Status,Loan_Amount,Customer_Feedback,Complaint_Type,Transaction_Channel,Location,Time_Of_Day
1205,54559,122530.12,Middle,Rent,Average,620,No Loan,731921.66,The interface is confusing,Technical Issue,Mobile App,Lagos,Evening
1206,56317,150590.78,High,Education,Average,603,No Loan,0,Charges are confusing and unclear,None,USSD,Enugu,Morning
1207,35652,241101.94,Middle,Transport,Average,657,No Loan,0,Customer service is slow to respond,Technical Issue,Web,Lagos,Night
1208,36384,198061.04,Lower-Middle,Rent,Good,609,Active Loan,921720.47,Loan process takes too long,General Feedback,Web,Ibadan,Evening
1209,11924,247008.99,Lower-Middle,Groceries,Poor,665,Default Risk,4116695,Customer service is slow to respond,Loan Issue,Mobile App,Ibadan,Morning
1210,75370,196257.51,Upper-Middle,Online Shopping,Poor,686,No Loan,4039645.89,Transaction was fast and smooth,None,USSD,Abuja,Morning
1211,55336,211885.17,Middle,Education,Good,563,Active Loan,0,I don't understand my loan deductions,General Feedback,USSD,Kaduna,Morning
1212,23933,116052.51,Middle,Savings Deposit,Poor,479,Default Risk,0,App keeps crashing during payments,General Feedback,USSD,Abuja,Morning
1213,83863,148219.72,Low,Transport,Poor,711,Active Loan,1374232.28,The service is excellent,General Feedback,POS,Port Harcourt,Afternoon
1214,17853,104201.52,Low,Entertainment,Average,630,Active Loan,0,Customer service is slow to respond,None,Web,Ibadan,Afternoon
1215,58161,155032.56,Low,Entertainment,Average,575,Default Risk,3610781.66,Transaction was fast and smooth,None,POS,Port Harcourt,Morning
1216,46707,182616.55,Low,Health,Poor,636,Active Loan,0,The service is excellent,General Feedback,Mobile App,Abuja,Evening
1217,52465,164103.7,Low,Savings Deposit,Average,770,No Loan,0,Payment failed multiple times,Technical Issue,USSD,Port Harcourt,Night
1218,27910,60158.29,Lower-Middle,Savings Deposit,Poor,824,No Loan,1339770.31,Customer service is slow to respond,General Feedback,Mobile App,Kano,Afternoon
1219,25796,102610.91,Upper-Middle,Savings Deposit,Poor,614,No Loan,576460.41,Payment failed multiple times,Charges Issue,POS,Enugu,Afternoon
1220,86558,79321.34,Middle,Rent,Poor,661,No Loan,0,Overall experience is great,None,POS,Enugu,Morning
1221,12472,168732.66,Lower-Middle,Health,Good,693,No Loan,2561944.07,Customer service is slow to respond,General Feedback,POS,Lagos,Morning
1222,90264,126446.48,High,Online Shopping,Good,688,No Loan,0,Payment failed multiple times,General Feedback,Mobile App,Kaduna,Morning
1223,55219,166185.18,High,Health,Average,503,Active Loan,0,Overall experience is great,General Feedback,POS,Enugu,Evening
1224,78019,25679.83,Middle,Health,Good,721,Active Loan,4574512.27,App keeps crashing during payments,Charges Issue,Mobile App,Kano,Morning
1225,79495,155927.19,Upper-Middle,Utilities,Average,583,Active Loan,0,Customer service is slow to respond,Technical Issue,USSD,Kano,Night
1226,11465,88757,Middle,Rent,Poor,603,No Loan,0,The interface is confusing,None,Mobile App,Abuja,Evening
1227,24857,192800.95,Lower-Middle,Groceries,Good,502,Default Risk,0,Charges are confusing and unclear,Technical Issue,POS,Enugu,Night
1228,97267,196292.86,Low,Groceries,Poor,616,No Loan,0,I need better support,None,POS,Port Harcourt,Morning
1229,52937,183343.47,Middle,Online Shopping,Average,671,Default Risk,0,Charges are confusing and unclear,None,Mobile App,Kaduna,Morning
1230,44768,206519.66,Low,Groceries,Good,747,Default Risk,0,Customer service is slow to respond,General Feedback,POS,Abuja,Evening
1231,97256,198616.04,Upper-Middle,Savings Deposit,Average,685,No Loan,0,I need better support,Loan Issue,USSD,Enugu,Evening
1232,95322,118961.24,Low,Education,Poor,595,No Loan,2193075.13,App keeps crashing during payments,General Feedback,Mobile App,Enugu,Evening
1233,68298,63283.57,Lower-Middle,Health,Average,616,Active Loan,1146300.26,Overall experience is great,General Feedback,USSD,Port Harcourt,Morning
1234,90631,192869.49,Lower-Middle,Utilities,Good,760,No Loan,3278812.53,The service is excellent,Technical Issue,Web,Enugu,Evening
1235,52606,169311.28,Upper-Middle,Transport,Good,604,No Loan,2067243.65,Payment failed multiple times,Charges Issue,Web,Kano,Morning
1236,39086,20000,Middle,Utilities,Average,603,No Loan,0,The service is excellent,None,POS,Lagos,Night
1237,45403,47134.42,Lower-Middle,Transport,Good,623,No Loan,0,The interface is confusing,General Feedback,USSD,Kano,Afternoon
1238,46825,72355.18,Middle,Entertainment,Good,745,No Loan,0,Payment failed multiple times,None,POS,Kaduna,Morning
1239,18614,145265.06,Middle,Utilities,Average,642,No Loan,0,Charges are confusing and unclear,None,Mobile App,Abuja,Morning
1240,59207,66023,High,Groceries,Good,641,Active Loan,0,App keeps crashing during payments,Loan Issue,Mobile App,Lagos,Night
1241,50093,189304.92,High,Rent,Poor,645,No Loan,0,The interface is confusing,Charges Issue,POS,Port Harcourt,Morning
1242,71698,119406.95,Low,Groceries,Poor,501,No Loan,907969.72,The interface is confusing,General Feedback,POS,Ibadan,Night
1243,52111,242773.56,Low,Utilities,Average,533,Default Risk,2837812.72,The service is excellent,General Feedback,USSD,Kano,Morning
1244,68580,175602.4,Middle,Transport,Good,502,No Loan,0,Payment failed multiple times,None,POS,Kaduna,Night
1245,35250,142171.71,Lower-Middle,Savings Deposit,Average,609,Active Loan,3312739.32,Very satisfied with the platform,General Feedback,Mobile App,Port Harcourt,Morning
1246,25223,175310.92,Middle,Utilities,Good,754,Default Risk,852091.96,Loan process takes too long,Technical Issue,Mobile App,Lagos,Evening
1247,56684,94006.11,High,Health,Poor,622,No Loan,0,Charges are confusing and unclear,Technical Issue,POS,Port Harcourt,Night
1248,34716,236760.08,Low,Groceries,Average,720,No Loan,2191827,Charges are confusing and unclear,General Feedback,USSD,Lagos,Afternoon
1249,51413,213025.93,Low,Education,Good,701,Active Loan,0,I don't understand my loan deductions,None,Web,Kaduna,Afternoon
1250,35738,164794.05,Middle,Education,Good,561,Active Loan,2342379.37,The interface is confusing,Charges Issue,Web,Port Harcourt,Afternoon
1251,19994,265993.99,Low,Health,Poor,688,No Loan,1191178.98,The interface is confusing,General Feedback,Mobile App,Kaduna,Night
1252,91475,62080.27,Upper-Middle,Transport,Poor,590,No Loan,0,Payment failed multiple times,General Feedback,POS,Kaduna,Evening
1253,26625,198569.13,Upper-Middle,Rent,Poor,497,No Loan,0,Transaction was fast and smooth,Charges Issue,Mobile App,Abuja,Morning
1254,40101,222248.11,High,Education,Poor,535,Default Risk,4503134.39,I don't understand my loan deductions,Charges Issue,POS,Kaduna,Night
1255,48365,179800.21,Middle,Online Shopping,Good,622,No Loan,2578074.58,Loan process takes too long,Charges Issue,POS,Kaduna,Morning
1256,50004,140665.38,Low,Transport,Average,535,No Loan,0,App keeps crashing during payments,General Feedback,USSD,Lagos,Morning
1257,92206,26405.89,Low,Savings Deposit,Good,827,No Loan,0,The interface is confusing,Loan Issue,Web,Enugu,Evening
1258,19819,215112.06,Middle,Entertainment,Good,704,Active Loan,0,Customer service is slow to respond,None,Web,Lagos,Evening
1259,99659,124401.33,High,Online Shopping,Average,613,No Loan,0,Loan process takes too long,None,USSD,Lagos,Morning
1260,86628,145717.74,High,Utilities,Good,680,Active Loan,2190657.36,I don't understand my loan deductions,General Feedback,Mobile App,Kaduna,Evening
1261,18713,209184.36,Upper-Middle,Utilities,Poor,694,No Loan,4446919.53,Customer service is slow to respond,Technical Issue,POS,Enugu,Morning
1262,37898,209343.62,Low,Online Shopping,Poor,656,Default Risk,841915.21,Loan process takes too long,General Feedback,Web,Kano,Night
1263,70058,80657.7,Lower-Middle,Online Shopping,Average,703,No Loan,0,Loan process takes too long,General Feedback,POS,Kano,Evening
1264,76404,90748.55,High,Transport,Average,598,Active Loan,0,Customer service is slow to respond,Technical Issue,Mobile App,Abuja,Night
1265,45670,107534.63,Low,Groceries,Good,720,Active Loan,0,Payment failed multiple times,Technical Issue,Mobile App,Lagos,Afternoon
1266,21861,191339.41,Middle,Utilities,Good,671,No Loan,0,Very satisfied with the platform,Technical Issue,Web,Ibadan,Night
1267,29926,214770.65,High,Education,Average,679,Default Risk,0,The service is excellent,Technical Issue,Web,Kano,Evening
1268,93854,180143.79,Low,Entertainment,Poor,591,Active Loan,0,I don't understand my loan deductions,Technical Issue,Mobile App,Enugu,Afternoon
1269,15109,123564.77,Low,Savings Deposit,Poor,557,No Loan,0,Very satisfied with the platform,None,Mobile App,Kaduna,Night
1270,39083,141376.57,Lower-Middle,Savings Deposit,Good,563,Default Risk,0,Charges are confusing and unclear,Technical Issue,Mobile App,Enugu,Morning
1271,94364,233175.99,Low,Rent,Poor,659,Active Loan,1386475.21,Transaction was fast and smooth,General Feedback,POS,Lagos,Afternoon
1272,77682,82573.12,Low,Education,Poor,615,Active Loan,2860535.89,Overall experience is great,Charges Issue,USSD,Port Harcourt,Morning
1273,56564,196789.31,Upper-Middle,Groceries,Poor,544,No Loan,0,I don't understand my loan deductions,Loan Issue,Web,Kano,Evening
1274,88379,143575.71,Low,Health,Poor,689,No Loan,0,The service is excellent,General Feedback,POS,Enugu,Evening
1275,10037,179378.78,Upper-Middle,Transport,Poor,696,No Loan,306433.6,Transaction was fast and smooth,Charges Issue,USSD,Enugu,Afternoon
1276,96318,151502.92,Low,Transport,Poor,651,Active Loan,0,Charges are confusing and unclear,None,Web,Lagos,Night
1277,12020,211890.85,Low,Online Shopping,Average,610,Active Loan,0,The interface is confusing,Technical Issue,Web,Lagos,Night
1278,51479,181841.92,High,Education,Average,527,No Loan,1514009.25,The interface is confusing,General Feedback,POS,Port Harcourt,Night
1279,95953,154227.26,Lower-Middle,Savings Deposit,Good,681,Default Risk,3086018.57,Very satisfied with the platform,None,Web,Port Harcourt,Evening
1280,52503,285887.66,Middle,Rent,Poor,567,Default Risk,0,I don't understand my loan deductions,General Feedback,Web,Kaduna,Night
1281,45832,225051.12,Middle,Groceries,Average,632,Active Loan,4848175.21,App keeps crashing during payments,Technical Issue,Mobile App,Kaduna,Evening
1282,77288,166294.58,Lower-Middle,Groceries,Average,771,Active Loan,1922608.33,The interface is confusing,Loan Issue,USSD,Ibadan,Morning
1283,40717,196529.56,Low,Transport,Good,552,No Loan,0,I don't understand my loan deductions,General Feedback,Mobile App,Kano,Morning
1284,61786,157028.87,Middle,Groceries,Average,656,No Loan,0,Very satisfied with the platform,General Feedback,Mobile App,Abuja,Morning
1285,17994,108525.29,Upper-Middle,Rent,Good,696,Default Risk,0,App keeps crashing during payments,General Feedback,Web,Abuja,Night
1286,98592,46610.06,Middle,Health,Poor,604,No Loan,4849167.86,The service is excellent,General Feedback,POS,Abuja,Evening
1287,57517,273879.76,Middle,Savings Deposit,Good,551,No Loan,0,Loan process takes too long,Charges Issue,POS,Ibadan,Evening
1288,66114,123641.97,Middle,Groceries,Average,609,Active Loan,560486.69,Customer service is slow to respond,General Feedback,USSD,Kano,Night
1289,87368,185345.48,Lower-Middle,Rent,Average,635,No Loan,0,Overall experience is great,None,USSD,Kaduna,Evening
1290,42759,225887.76,High,Utilities,Good,567,Default Risk,2630814.64,Very satisfied with the platform,Loan Issue,Web,Kaduna,Night
1291,91271,123656.79,High,Utilities,Good,566,Default Risk,0,Overall experience is great,Technical Issue,USSD,Kano,Afternoon
1292,44953,133331.57,High,Utilities,Good,515,No Loan,2366098.51,Very satisfied with the platform,General Feedback,Web,Enugu,Afternoon
1293,74142,181149.2,Middle,Entertainment,Good,627,No Loan,0,Transaction was fast and smooth,General Feedback,Web,Kaduna,Afternoon
1294,50182,181687.76,High,Health,Poor,666,No Loan,431161.01,The service is excellent,Charges Issue,Web,Kaduna,Night
1295,13925,151993.12,Lower-Middle,Rent,Average,681,No Loan,0,The interface is confusing,General Feedback,USSD,Kaduna,Morning
1296,36111,86652.42,Upper-Middle,Utilities,Average,723,Active Loan,3281547.45,Payment failed multiple times,General Feedback,USSD,Lagos,Night
1297,10408,227345.5,Upper-Middle,Groceries,Average,632,Active Loan,4267490.93,App keeps crashing during payments,None,POS,Ibadan,Afternoon
1298,50600,195764.14,Lower-Middle,Groceries,Average,744,Active Loan,0,I need better support,None,Mobile App,Kaduna,Morning
1299,24188,160914.96,Middle,Rent,Poor,581,No Loan,227250.35,Customer service is slow to respond,Technical Issue,Web,Kano,Morning
1300,89120,198287.08,Low,Entertainment,Good,639,No Loan,80416.97,Customer service is slow to respond,Loan Issue,POS,Abuja,Afternoon
1301,76881,20000,Lower-Middle,Savings Deposit,Poor,675,No Loan,1580434.68,Transaction was fast and smooth,None,USSD,Abuja,Morning
1302,72812,153807.15,Upper-Middle,Online Shopping,Poor,710,No Loan,1862773.62,Payment failed multiple times,Loan Issue,Web,Abuja,Night
1303,95076,124629.56,Low,Rent,Average,755,No Loan,2207617.62,Transaction was fast and smooth,General Feedback,Mobile App,Kaduna,Morning
1304,78911,32387.27,Middle,Rent,Good,681,No Loan,0,Overall experience is great,None,POS,Enugu,Morning
1305,48785,182690.49,Upper-Middle,Savings Deposit,Average,489,Active Loan,2581872.84,Charges are confusing and unclear,Charges Issue,POS,Port Harcourt,Night
1306,96140,90959.24,Low,Utilities,Poor,630,No Loan,0,The service is excellent,Charges Issue,USSD,Port Harcourt,Evening
1307,61646,234971.87,Middle,Health,Average,646,No Loan,0,Payment failed multiple times,Loan Issue,Web,Lagos,Evening
1308,91203,141493.87,Middle,Savings Deposit,Good,622,Default Risk,1328394.44,Overall experience is great,Loan Issue,Web,Lagos,Evening
1309,99159,189994.65,Upper-Middle,Education,Good,618,No Loan,2381961.88,Overall experience is great,None,Mobile App,Ibadan,Afternoon
1310,63603,115281.74,Low,Online Shopping,Average,620,No Loan,0,Transaction was fast and smooth,Loan Issue,Web,Kano,Evening
1311,44228,199345.82,Lower-Middle,Savings Deposit,Good,504,Active Loan,3046634.15,I don't understand my loan deductions,None,POS,Port Harcourt,Evening
1312,37098,235032.61,Lower-Middle,Groceries,Average,619,Active Loan,0,Payment failed multiple times,Loan Issue,Web,Abuja,Evening
1313,33547,55556.91,Middle,Rent,Poor,664,Default Risk,0,Loan process takes too long,General Feedback,Web,Enugu,Night
1314,75818,187081.51,Low,Health,Good,726,No Loan,0,I need better support,Loan Issue,USSD,Lagos,Afternoon
1315,25416,51138.4,Low,Rent,Poor,761,No Loan,1904328.39,The service is excellent,Charges Issue,Mobile App,Ibadan,Afternoon
1316,63865,143124.46,Upper-Middle,Savings Deposit,Average,661,No Loan,767534.87,The interface is confusing,None,Mobile App,Kaduna,Night
1317,29350,165574.27,Low,Transport,Average,627,Active Loan,4952883.21,Loan process takes too long,None,Mobile App,Ibadan,Evening
1318,64460,84469.78,Low,Utilities,Poor,611,Active Loan,3267010.19,I need better support,General Feedback,Mobile App,Abuja,Afternoon
1319,37915,130142.87,Low,Transport,Poor,494,No Loan,0,Loan process takes too long,None,USSD,Ibadan,Evening
1320,33877,239809.1,Upper-Middle,Entertainment,Average,723,Active Loan,0,The service is excellent,None,USSD,Kano,Night
1321,87975,203720.05,Lower-Middle,Online Shopping,Poor,478,Active Loan,0,Customer service is slow to respond,Loan Issue,Web,Lagos,Evening
1322,41288,212063.58,Lower-Middle,Online Shopping,Average,578,No Loan,0,Customer service is slow to respond,General Feedback,Mobile App,Ibadan,Evening
1323,27432,247821.88,Low,Savings Deposit,Average,699,No Loan,0,Customer service is slow to respond,General Feedback,Web,Kano,Evening
1324,52158,131062.05,Middle,Savings Deposit,Good,685,No Loan,1808327.71,The service is excellent,Technical Issue,Web,Ibadan,Morning
1325,95676,210104.21,Low,Entertainment,Good,679,No Loan,199561.54,The interface is confusing,Charges Issue,Mobile App,Kaduna,Afternoon
1326,27124,113846.75,Lower-Middle,Health,Average,519,Active Loan,3059072.23,I need better support,None,Mobile App,Kano,Morning
1327,35733,224893.92,Middle,Utilities,Good,701,No Loan,0,I need better support,None,POS,Kano,Night
1328,49798,82298.79,Low,Groceries,Average,556,Active Loan,4938621.73,Charges are confusing and unclear,Technical Issue,Web,Abuja,Morning
1329,17892,100186.17,Low,Online Shopping,Poor,648,Active Loan,0,I need better support,None,USSD,Abuja,Afternoon
1330,48496,254884.52,Middle,Online Shopping,Poor,534,No Loan,0,Overall experience is great,None,USSD,Lagos,Night
1331,80864,186534.94,Low,Utilities,Average,562,No Loan,170499.36,Payment failed multiple times,None,Web,Kaduna,Morning
1332,27529,169753.49,Lower-Middle,Education,Average,525,Active Loan,0,Very satisfied with the platform,None,Web,Kaduna,Night
1333,32944,139181.71,Lower-Middle,Education,Average,645,Default Risk,0,The interface is confusing,Technical Issue,POS,Port Harcourt,Night
1334,43392,127141.91,Lower-Middle,Utilities,Good,500,Active Loan,985537.39,Payment failed multiple times,Technical Issue,POS,Port Harcourt,Night
1335,75857,145520.73,Upper-Middle,Health,Average,601,No Loan,0,App keeps crashing during payments,Technical Issue,Mobile App,Abuja,Evening
1336,13188,144690.11,Lower-Middle,Savings Deposit,Average,670,Active Loan,0,Charges are confusing and unclear,Loan Issue,Mobile App,Port Harcourt,Night
1337,71927,190932.39,Middle,Savings Deposit,Average,533,No Loan,0,Transaction was fast and smooth,General Feedback,Web,Abuja,Afternoon
1338,73456,252080.45,Upper-Middle,Transport,Poor,582,No Loan,61954.11,Charges are confusing and unclear,General Feedback,USSD,Enugu,Night
1339,42129,99602.33,Upper-Middle,Groceries,Good,517,No Loan,0,Overall experience is great,Technical Issue,Mobile App,Lagos,Evening
1340,90642,160763.68,Low,Savings Deposit,Average,671,Active Loan,0,The interface is confusing,Technical Issue,Mobile App,Enugu,Night
1341,60393,198684.04,Lower-Middle,Online Shopping,Good,651,No Loan,526016.68,App keeps crashing during payments,None,POS,Enugu,Morning
1342,19739,133425.09,Lower-Middle,Groceries,Poor,674,Active Loan,0,Charges are confusing and unclear,None,Web,Kano,Night
1343,81346,199363.64,Lower-Middle,Transport,Average,573,Active Loan,1628313.38,The interface is confusing,None,POS,Kaduna,Afternoon
1344,90456,67374.26,Lower-Middle,Entertainment,Good,607,No Loan,632806.12,Very satisfied with the platform,None,USSD,Kano,Afternoon
1345,38675,288066.7,Lower-Middle,Health,Poor,580,Default Risk,0,I don't understand my loan deductions,Technical Issue,USSD,Ibadan,Night
1346,33172,170343.55,Lower-Middle,Education,Poor,714,No Loan,0,Charges are confusing and unclear,General Feedback,USSD,Kano,Afternoon
1347,73540,147341,High,Online Shopping,Poor,719,No Loan,0,Customer service is slow to respond,Loan Issue,POS,Port Harcourt,Morning
1348,26556,107204.95,Lower-Middle,Groceries,Average,596,No Loan,4220909.84,The interface is confusing,None,POS,Port Harcourt,Night
1349,54682,134093.58,Low,Transport,Average,566,Active Loan,0,I need better support,Technical Issue,POS,Lagos,Night
1350,87659,194435.92,Upper-Middle,Online Shopping,Poor,586,No Loan,0,Loan process takes too long,Loan Issue,Web,Port Harcourt,Afternoon
1351,42282,293404.5,Lower-Middle,Savings Deposit,Average,739,Default Risk,0,Transaction was fast and smooth,None,Mobile App,Ibadan,Afternoon
1352,90597,72089.01,Middle,Groceries,Average,760,No Loan,4008516.96,The service is excellent,Charges Issue,Web,Port Harcourt,Morning
1353,41490,144136.22,Upper-Middle,Entertainment,Average,718,No Loan,0,I need better support,None,USSD,Lagos,Night
1354,29082,82658.3,Lower-Middle,Education,Poor,561,Active Loan,0,Loan process takes too long,None,USSD,Abuja,Afternoon
1355,46891,77372.85,Lower-Middle,Groceries,Good,666,No Loan,4847522.55,Charges are confusing and unclear,None,POS,Abuja,Morning
1356,72364,155392.51,Low,Health,Average,626,Active Loan,0,Payment failed multiple times,None,USSD,Port Harcourt,Morning
1357,64864,119948.78,Low,Transport,Poor,738,Active Loan,0,Loan process takes too long,General Feedback,Mobile App,Ibadan,Afternoon
1358,65753,170053.35,Middle,Education,Poor,596,Active Loan,0,Customer service is slow to respond,Loan Issue,Web,Kano,Morning
1359,71390,191644.56,Low,Transport,Poor,485,No Loan,0,App keeps crashing during payments,Loan Issue,USSD,Kano,Morning
1360,52608,74957.17,Lower-Middle,Transport,Average,534,Active Loan,642234.56,Loan process takes too long,Technical Issue,USSD,Kaduna,Evening
1361,84879,118127.32,Upper-Middle,Health,Good,633,No Loan,0,Loan process takes too long,Technical Issue,Web,Lagos,Evening
1362,73019,133414.24,Low,Rent,Average,476,Default Risk,1845255.29,Very satisfied with the platform,Technical Issue,Mobile App,Abuja,Afternoon
1363,57516,20000,Lower-Middle,Savings Deposit,Poor,746,No Loan,0,Payment failed multiple times,None,USSD,Abuja,Evening
1364,23891,134540.92,Low,Savings Deposit,Average,729,No Loan,0,Payment failed multiple times,General Feedback,Mobile App,Lagos,Night
1365,80630,73494.41,Lower-Middle,Health,Poor,595,Active Loan,4921129.78,Customer service is slow to respond,None,Mobile App,Port Harcourt,Evening
1366,25767,136682.03,Upper-Middle,Education,Poor,481,No Loan,4796927.3,Customer service is slow to respond,Charges Issue,Mobile App,Kaduna,Night
1367,31100,147209.93,Middle,Rent,Poor,588,Active Loan,0,Charges are confusing and unclear,General Feedback,USSD,Kaduna,Night
1368,14727,37413.39,Low,Entertainment,Average,779,No Loan,0,Transaction was fast and smooth,General Feedback,USSD,Kano,Evening
1369,24538,83186.97,Lower-Middle,Transport,Average,479,Default Risk,0,Loan process takes too long,General Feedback,Web,Enugu,Afternoon
1370,21522,173677.38,Low,Groceries,Poor,504,No Loan,4924049.95,Payment failed multiple times,Technical Issue,USSD,Lagos,Afternoon
1371,47002,203387.5,Upper-Middle,Groceries,Poor,723,No Loan,0,Loan process takes too long,None,Mobile App,Enugu,Morning
1372,16830,263744.25,Low,Health,Average,713,No Loan,0,Very satisfied with the platform,Charges Issue,Mobile App,Lagos,Evening
1373,40701,171047.41,Lower-Middle,Utilities,Average,606,Active Loan,0,The service is excellent,General Feedback,Web,Kano,Morning
1374,83221,110614.5,Middle,Transport,Average,769,No Loan,0,Transaction was fast and smooth,General Feedback,Mobile App,Lagos,Morning
1375,29507,94817.5,Low,Health,Good,677,No Loan,0,Transaction was fast and smooth,Charges Issue,Mobile App,Lagos,Morning
1376,59904,73501.23,Upper-Middle,Education,Average,651,No Loan,0,Payment failed multiple times,General Feedback,Mobile App,Port Harcourt,Night
1377,38967,211647.97,Lower-Middle,Health,Average,608,No Loan,0,The service is excellent,Charges Issue,Mobile App,Kano,Morning
1378,55713,68362.72,Low,Utilities,Average,648,No Loan,1509466.33,Very satisfied with the platform,Technical Issue,USSD,Port Harcourt,Afternoon
1379,85051,103415.8,Low,Utilities,Poor,437,Active Loan,0,Very satisfied with the platform,Technical Issue,Web,Enugu,Night
1380,36883,142330.43,Low,Transport,Poor,563,No Loan,1472667.03,I don't understand my loan deductions,Loan Issue,Web,Ibadan,Afternoon
1381,41075,226517.23,Lower-Middle,Transport,Poor,662,Active Loan,2122495.28,App keeps crashing during payments,None,POS,Lagos,Night
1382,18943,186631.46,Lower-Middle,Rent,Average,588,No Loan,4720543.98,Payment failed multiple times,General Feedback,Web,Kaduna,Morning
1383,64502,141773.85,Lower-Middle,Utilities,Poor,664,Active Loan,0,Transaction was fast and smooth,Technical Issue,Web,Kaduna,Afternoon
1384,52224,187993.49,Upper-Middle,Transport,Average,612,Active Loan,1139670.25,The service is excellent,None,Mobile App,Lagos,Morning
1385,23368,265382.79,Lower-Middle,Groceries,Poor,654,No Loan,0,The interface is confusing,Technical Issue,POS,Ibadan,Afternoon
1386,50270,129826.69,Lower-Middle,Savings Deposit,Average,850,Active Loan,1250306.29,Charges are confusing and unclear,Technical Issue,POS,Abuja,Afternoon
1387,39096,218598.69,Lower-Middle,Groceries,Good,491,No Loan,0,Payment failed multiple times,None,Web,Kaduna,Evening
1388,49195,186917.58,Low,Health,Poor,584,No Loan,0,Charges are confusing and unclear,None,USSD,Lagos,Night
1389,61373,224751.54,High,Utilities,Good,625,Active Loan,0,I don't understand my loan deductions,None,POS,Ibadan,Morning
1390,66172,158805.96,Middle,Health,Average,638,No Loan,0,Customer service is slow to respond,Technical Issue,Web,Kano,Evening
1391,91319,108632.46,Upper-Middle,Savings Deposit,Average,562,No Loan,4200413.3,Customer service is slow to respond,Loan Issue,USSD,Lagos,Night
1392,46961,87323.91,Lower-Middle,Online Shopping,Poor,642,No Loan,0,The interface is confusing,Technical Issue,Web,Ibadan,Evening
1393,82713,138332.25,Lower-Middle,Entertainment,Average,463,Default Risk,0,Customer service is slow to respond,Charges Issue,Mobile App,Abuja,Night
1394,87749,89308.47,Low,Groceries,Good,707,Active Loan,1009691.51,Loan process takes too long,Loan Issue,Mobile App,Abuja,Morning
1395,26614,64023.04,Lower-Middle,Health,Average,585,Default Risk,3835244.96,The interface is confusing,None,USSD,Lagos,Evening
1396,24384,290552.22,Lower-Middle,Online Shopping,Good,710,No Loan,0,I need better support,General Feedback,Web,Enugu,Morning
1397,77755,94249.03,Lower-Middle,Entertainment,Average,850,No Loan,1087205.73,Loan process takes too long,None,POS,Kano,Morning
1398,47363,120909.2,Upper-Middle,Savings Deposit,Average,534,No Loan,0,Customer service is slow to respond,Charges Issue,POS,Enugu,Evening
1399,70125,157832.52,Low,Groceries,Poor,512,No Loan,4856796.16,Overall experience is great,None,Mobile App,Ibadan,Night
1400,65805,258190.06,Upper-Middle,Education,Average,772,Active Loan,4513663.46,I need better support,Technical Issue,USSD,Lagos,Afternoon
1401,55851,189938.17,Lower-Middle,Entertainment,Average,599,Active Loan,0,I don't understand my loan deductions,General Feedback,USSD,Port Harcourt,Evening
1402,14262,233573.93,Upper-Middle,Entertainment,Good,558,No Loan,0,The service is excellent,None,Mobile App,Kaduna,Evening
1403,43241,160296.13,Middle,Transport,Average,538,Active Loan,0,Loan process takes too long,Loan Issue,POS,Abuja,Night
1404,37417,151930.16,Upper-Middle,Groceries,Average,558,No Loan,0,App keeps crashing during payments,Charges Issue,Web,Enugu,Night
1405,23440,162753.08,Low,Entertainment,Poor,606,Active Loan,1347764.26,Charges are confusing and unclear,None,Mobile App,Kaduna,Morning
1406,25445,223737.39,Lower-Middle,Groceries,Good,639,Active Loan,0,Payment failed multiple times,Technical Issue,POS,Kaduna,Evening
1407,77158,96486.77,Lower-Middle,Entertainment,Poor,511,No Loan,2590057.97,Loan process takes too long,General Feedback,USSD,Port Harcourt,Night
1408,22167,114599.92,Lower-Middle,Online Shopping,Poor,512,Active Loan,1669202.31,App keeps crashing during payments,General Feedback,Web,Lagos,Night
1409,74417,205911.96,Low,Transport,Good,611,Active Loan,380168.03,The service is excellent,General Feedback,POS,Kaduna,Afternoon
1410,70796,234030.45,Middle,Groceries,Poor,570,No Loan,126155.97,I need better support,Technical Issue,USSD,Abuja,Afternoon
1411,39582,62823.85,High,Rent,Average,517,Active Loan,3703632.8,The service is excellent,None,USSD,Enugu,Afternoon
1412,65361,120913.26,Low,Groceries,Poor,713,Active Loan,0,The interface is confusing,None,POS,Ibadan,Afternoon
1413,10651,179853.23,Lower-Middle,Groceries,Good,544,No Loan,2556440.16,Transaction was fast and smooth,Technical Issue,POS,Kano,Morning
1414,43977,186292.27,Upper-Middle,Health,Poor,684,Active Loan,0,Loan process takes too long,Technical Issue,USSD,Lagos,Evening
1415,47434,221353.67,Middle,Utilities,Good,592,No Loan,0,I don't understand my loan deductions,General Feedback,Web,Ibadan,Morning
1416,53964,236940.32,Middle,Groceries,Average,437,No Loan,0,Loan process takes too long,Charges Issue,POS,Abuja,Night
1417,90041,125223.28,Low,Transport,Average,566,No Loan,0,Overall experience is great,Charges Issue,POS,Port Harcourt,Afternoon
1418,80849,216688.03,Middle,Transport,Poor,693,No Loan,1731206.28,App keeps crashing during payments,Charges Issue,POS,Kaduna,Afternoon
1419,95346,97889.93,Lower-Middle,Savings Deposit,Good,700,Active Loan,3159683.98,Payment failed multiple times,Loan Issue,USSD,Enugu,Afternoon
